benchmark,lang,variant,threads,metric,value,stddev,sample_runs,unit,git_sha,cpu_model,flags,os,passed,oracle_kind,verify_abs_err,verify_rel_err,verify_ulps,verify_within_1ulp
qm_tddft_casida,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_tddft_casida,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_tddft_casida,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_tddft_casida,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_tddft_rpa,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_tddft_rpa,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_tddft_rpa,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_tddft_rpa,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_xtb_gfn,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_xtb_gfn,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_xtb_gfn,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_xtb_gfn,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_dispersion_d3,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_dispersion_d3,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_dispersion_d3,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_dispersion_d3,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_ecp,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_ecp,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_ecp,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_ecp,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_ase_calculator,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_ase_calculator,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_ase_calculator,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_ase_calculator,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_property_dipole,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_property_dipole,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_property_dipole,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_property_dipole,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_property_freq,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_property_freq,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_property_freq,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_property_freq,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_job_queue_io,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
qm_job_queue_io,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_job_queue_io,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
qm_job_queue_io,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
drug_litl_stages,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
drug_litl_stages,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
drug_litl_stages,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
drug_litl_stages,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
drug_docking_score_vina,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
drug_docking_score_vina,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
drug_docking_score_vina,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
drug_docking_score_vina,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
drug_docking_diffusion,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
drug_docking_diffusion,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
drug_docking_diffusion,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
drug_docking_diffusion,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
drug_ml_retrain_loop,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
drug_ml_retrain_loop,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
drug_ml_retrain_loop,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
drug_ml_retrain_loop,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
drug_fep_alchemical,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
drug_fep_alchemical,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
drug_fep_alchemical,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
drug_fep_alchemical,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
bio_rosetta_energy,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
bio_rosetta_energy,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
bio_rosetta_energy,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
bio_rosetta_energy,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
bio_rotamer_packing,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
bio_rotamer_packing,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
bio_rotamer_packing,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
bio_rotamer_packing,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
bio_proteinmpnn,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
bio_proteinmpnn,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
bio_proteinmpnn,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
bio_proteinmpnn,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
bio_rfdiffusion,cpp,release,1,wall_time,0.1133,0.01679,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
bio_rfdiffusion,rust,release,1,wall_time,0.1062,0.006339,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
bio_rfdiffusion,julia,release,1,wall_time,0.1064,0.004795,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=heat_equation_2d,linux,,,,,,
bio_rfdiffusion,li,release,1,wall_time,0.1067,0.005109,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=heat_equation_2d,linux,,,,,,
ml_mlp_forward,cpp,release,1,wall_time,0.012,0.001304,61,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=matmul_naive,linux,,,,,,
ml_mlp_forward,cpp,release,1,throughput,2.7852,,,GFLOPS,525456f8,x86_64,-O3 -march=native -ffast-math family-template=matmul_naive,linux,,,,,,
ml_mlp_forward,rust,release,1,wall_time,0.0106,0.000767,102,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=matmul_naive,linux,,,,,,
ml_mlp_forward,rust,release,1,throughput,3.1593,,,GFLOPS,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=matmul_naive,linux,,,,,,
ml_mlp_forward,julia,release,1,wall_time,0.0111,0.001013,93,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=matmul_naive,linux,,,,,,
ml_mlp_forward,julia,release,1,throughput,3.0251,,,GFLOPS,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=matmul_naive,linux,,,,,,
ml_mlp_forward,li,release,1,wall_time,0.014,0.001079,73,s,525456f8,x86_64,pure lic -O3 -march=native -ffast-math family-template=matmul_naive,linux,,,,,,
ml_mlp_forward,li,release,1,throughput,2.4019,,,GFLOPS,525456f8,x86_64,pure lic -O3 -march=native -ffast-math family-template=matmul_naive,linux,,,,,,
ml_mlp_train_step,cpp,release,1,wall_time,0.012,0.001304,61,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=matmul_naive,linux,,,,,,
ml_mlp_train_step,cpp,release,1,throughput,2.7852,,,GFLOPS,525456f8,x86_64,-O3 -march=native -ffast-math family-template=matmul_naive,linux,,,,,,
ml_mlp_train_step,rust,release,1,wall_time,0.0106,0.000767,102,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=matmul_naive,linux,,,,,,
ml_mlp_train_step,rust,release,1,throughput,3.1593,,,GFLOPS,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=matmul_naive,linux,,,,,,
ml_mlp_train_step,julia,release,1,wall_time,0.0111,0.001013,93,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=matmul_naive,linux,,,,,,
ml_mlp_train_step,julia,release,1,throughput,3.0251,,,GFLOPS,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=matmul_naive,linux,,,,,,
ml_mlp_train_step,li,release,1,wall_time,0.014,0.001079,73,s,525456f8,x86_64,pure lic -O3 -march=native -ffast-math family-template=matmul_naive,linux,,,,,,
ml_mlp_train_step,li,release,1,throughput,2.4019,,,GFLOPS,525456f8,x86_64,pure lic -O3 -march=native -ffast-math family-template=matmul_naive,linux,,,,,,
ml_conv2d_forward,cpp,release,1,wall_time,0.012,0.001304,61,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=matmul_naive,linux,,,,,,
ml_conv2d_forward,cpp,release,1,throughput,2.7852,,,GFLOPS,525456f8,x86_64,-O3 -march=native -ffast-math family-template=matmul_naive,linux,,,,,,
ml_conv2d_forward,rust,release,1,wall_time,0.0106,0.000767,102,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=matmul_naive,linux,,,,,,
ml_conv2d_forward,rust,release,1,throughput,3.1593,,,GFLOPS,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=matmul_naive,linux,,,,,,
ml_conv2d_forward,julia,release,1,wall_time,0.0111,0.001013,93,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=matmul_naive,linux,,,,,,
ml_conv2d_forward,julia,release,1,throughput,3.0251,,,GFLOPS,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=matmul_naive,linux,,,,,,
ml_conv2d_forward,li,release,1,wall_time,0.014,0.001079,73,s,525456f8,x86_64,pure lic -O3 -march=native -ffast-math family-template=matmul_naive,linux,,,,,,
ml_conv2d_forward,li,release,1,throughput,2.4019,,,GFLOPS,525456f8,x86_64,pure lic -O3 -march=native -ffast-math family-template=matmul_naive,linux,,,,,,
am_plane_mesh_intersect,li,release,1,wall_time,0.65,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_plane_mesh_intersect,cpp,release,1,wall_time,0.6,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_plane_mesh_intersect,cpp,release,1,wall_time,0.0842,0.005097,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_plane_mesh_intersect,rust,release,1,wall_time,0.0814,0.004792,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_plane_mesh_intersect,julia,release,1,wall_time,0.0831,0.007052,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_plane_mesh_intersect,li,release,1,wall_time,0.0822,0.006669,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_polygon_clip,li,release,1,wall_time,0.65,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_polygon_clip,cpp,release,1,wall_time,0.6,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_polygon_clip,cpp,release,1,wall_time,0.0842,0.005097,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_polygon_clip,rust,release,1,wall_time,0.0814,0.004792,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_polygon_clip,julia,release,1,wall_time,0.0831,0.007052,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_polygon_clip,li,release,1,wall_time,0.0822,0.006669,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_slice_layers,li,release,1,wall_time,0.65,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_slice_layers,cpp,release,1,wall_time,0.6,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_slice_layers,cpp,release,1,wall_time,0.0842,0.005097,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_slice_layers,rust,release,1,wall_time,0.0814,0.004792,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_slice_layers,julia,release,1,wall_time,0.0831,0.007052,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_slice_layers,li,release,1,wall_time,0.0822,0.006669,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_offset_perimeters,li,release,1,wall_time,0.65,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_offset_perimeters,cpp,release,1,wall_time,0.6,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_offset_perimeters,cpp,release,1,wall_time,0.0842,0.005097,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_offset_perimeters,rust,release,1,wall_time,0.0814,0.004792,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_offset_perimeters,julia,release,1,wall_time,0.0831,0.007052,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_offset_perimeters,li,release,1,wall_time,0.0822,0.006669,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_infill_grid_lines,li,release,1,wall_time,0.65,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_infill_grid_lines,cpp,release,1,wall_time,0.6,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_infill_grid_lines,cpp,release,1,wall_time,0.0842,0.005097,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_infill_grid_lines,rust,release,1,wall_time,0.0814,0.004792,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_infill_grid_lines,julia,release,1,wall_time,0.0831,0.007052,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_infill_grid_lines,li,release,1,wall_time,0.0822,0.006669,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_infill_gyroid,li,release,1,wall_time,0.65,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_infill_gyroid,cpp,release,1,wall_time,0.6,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_infill_gyroid,cpp,release,1,wall_time,0.0842,0.005097,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_infill_gyroid,rust,release,1,wall_time,0.0814,0.004792,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_infill_gyroid,julia,release,1,wall_time,0.0831,0.007052,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_infill_gyroid,li,release,1,wall_time,0.0822,0.006669,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_support_tree,li,release,1,wall_time,0.65,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_support_tree,cpp,release,1,wall_time,0.6,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_support_tree,cpp,release,1,wall_time,0.0842,0.005097,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_support_tree,rust,release,1,wall_time,0.0814,0.004792,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_support_tree,julia,release,1,wall_time,0.0831,0.007052,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_support_tree,li,release,1,wall_time,0.0822,0.006669,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_toolpath_arcs,li,release,1,wall_time,0.65,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_toolpath_arcs,cpp,release,1,wall_time,0.6,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_toolpath_arcs,cpp,release,1,wall_time,0.0842,0.005097,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_toolpath_arcs,rust,release,1,wall_time,0.0814,0.004792,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_toolpath_arcs,julia,release,1,wall_time,0.0831,0.007052,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_toolpath_arcs,li,release,1,wall_time,0.0822,0.006669,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_thermal_warp,li,release,1,wall_time,0.65,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_thermal_warp,cpp,release,1,wall_time,0.6,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_thermal_warp,cpp,release,1,wall_time,0.0842,0.005097,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_thermal_warp,rust,release,1,wall_time,0.0814,0.004792,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_thermal_warp,julia,release,1,wall_time,0.0831,0.007052,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_thermal_warp,li,release,1,wall_time,0.0822,0.006669,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_export_gcode_3mf,li,release,1,wall_time,0.65,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_export_gcode_3mf,cpp,release,1,wall_time,0.6,s,0c313cf0,x86_64,-O3,,family-template=advection_diffusion_2d,linux,,,,,,
am_export_gcode_3mf,cpp,release,1,wall_time,0.0842,0.005097,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
am_export_gcode_3mf,rust,release,1,wall_time,0.0814,0.004792,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_export_gcode_3mf,julia,release,1,wall_time,0.0831,0.007052,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=advection_diffusion_2d,linux,,,,,,
am_export_gcode_3mf,li,release,1,wall_time,0.0822,0.006669,20,s,525456f8,x86_64,shared C kernel + lic -O3 -march=native -ffast-math family-template=advection_diffusion_2d,linux,,,,,,
viz_colormap,cpp,release,1,wall_time,0.475,0.038125,20,s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_colormap,cpp,release,1,bandwidth,1.6842,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math family-template=reduce_sum,linux,,,,,,
viz_colormap,rust,release,1,wall_time,0.438,0.019584,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_colormap,rust,release,1,bandwidth,1.8265,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_colormap,julia,release,1,wall_time,0.4292,0.017753,20,s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
viz_colormap,julia,release,1,bandwidth,1.8637,,,GB/s,525456f8,x86_64,-O3 -march=native -ffast-math (native C kernel) family-template=reduce_sum,linux,,,,,,
